Date,PlayerNo.,Name,CashBuilder,Chaser,LowerOffer,HigherOffer,ChosenOffer,HTHResult,FC CorrectAnswers,FC Winner,Amount WonBy Player,bgc,Series
12/12/2012,P2,Lauri,"£8,000",Paul Sinha,"£2,000","£25,000","£25,000 /\",Home +1,8 (team 3),Chaser by 0:55,£0,C,6
12/12/2012,P3,Daniel,"£4,000",Paul Sinha,£400,"£20,000","£4,000 =",Home +2,3 (team 3),Chaser by 0:55,£0,C,6
12/12/2012,P4,Doreen,"£4,000",Paul Sinha,"-£2,000","£31,000","-£2,000 \/",Home +3,0 (team 3),Chaser by 0:55,£0,C,6
13/12/2012,P1,Leslie,"£4,000",Anne Hegerty,"£1,000","£18,000","£4,000 =",Caught -1,,Chaser by 0:23,£0,,6
13/12/2012,P2,Pauline,"£4,000",Anne Hegerty,"£1,000","£22,000","£4,000 =",Home +1,3 (team 2),Chaser by 0:23,£0,C,6
13/12/2012,P3,Charlie,"£4,000",Anne Hegerty,"-£1,000","£30,000","£4,000 =",Caught -1,,Chaser by 0:23,£0,,6
13/12/2012,P4,Nick,"£10,000",Anne Hegerty,"-£2,000","£46,000","£10,000 =",Home +1,15 (team 2),Chaser by 0:23,£0,C,6
14/12/2012,P1,Dave,"£8,000",Shaun Wallace,"£2,000","£25,000","£25,000 /\",Caught -1,,Team by 3,£0,,6
14/12/2012,P2,Helen,"£5,000",Shaun Wallace,"£1,000","£20,000","£5,000 =",Home +1,13 (solo),Team by 3,"£5,000",T,6
14/12/2012,P3,Tracy,"£6,000",Shaun Wallace,"£1,000","£30,000","£6,000 =",Caught -3,,Team by 3,£0,,6
14/12/2012,P4,Fraser,"£5,000",Shaun Wallace,"£2,000","£35,000","£5,000 =",Caught -3,,Team by 3,£0,,6
17/12/2012,P1,Diane,"£3,000",Paul Sinha,"£1,000","£15,000","£3,000 =",Home +1,8 (team 2),Chaser by 0:44,£0,C,6
17/12/2012,P2,Charles,"£5,000",Paul Sinha,"£1,000","£25,000","£5,000 =",Home +3,6 (team 2),Chaser by 0:44,£0,C,6
17/12/2012,P3,Ria,"£2,000",Paul Sinha,"-£2,000","£25,000","-£2,000 \/",Caught -1,,Chaser by 0:44,£0,,6
17/12/2012,P4,Warren,"£5,000",Paul Sinha,"-£3,000","£31,000","£31,000 /\",Caught -1,,Chaser by 0:44,£0,,6
18/12/2012,P1,Dom,"£3,000",Anne Hegerty,"£1,000","£20,000","£3,000 =",Home +1,3 (team 3),Team by 1,"£3,667",T,6
18/12/2012,P2,Peter,"£5,000",Anne Hegerty,"£1,000","£25,000","£5,000 =",Home +3,9 (team 3),Team by 1,"£3,667",T,6
18/12/2012,P3,Jenni,"£3,000",Anne Hegerty,"-£2,000","£30,000","£3,000 =",Home +2,5 (team 3),Team by 1,"£3,667",T,6
18/12/2012,P4,Marcus,"£7,000",Anne Hegerty,"-£3,000","£49,000","£7,000 =",Caught -4,,Team by 1,£0,,6
19/12/2012,P1,Arthur,"£4,000",Shaun Wallace,"£1,000","£18,000","£4,000 =",Home +3,6 (team 3),Chaser by 0:46,£0,C,6
19/12/2012,P2,Laura,"£3,000",Shaun Wallace,"£1,000","£20,000","£3,000 =",Caught -2,,Chaser by 0:46,£0,,6
19/12/2012,P3,George,"£6,000",Shaun Wallace,"£2,000","£25,000","£6,000 =",Home +2,2 (team 3),Chaser by 0:46,£0,C,6
19/12/2012,P4,James,"£2,000",Shaun Wallace,"-£1,000","£25,000","-£1,000 \/",Home +2,4 (team 3),Chaser by 0:46,£0,C,6
20/12/2012,P1,Margaret,"£6,000",Mark Labbett,"£1,000","£25,000","£6,000 =",Home +3,14 (team 3),Chaser by 0:17,£0,C,6
20/12/2012,P2,Niall,"£7,000",Mark Labbett,"£2,000","£30,000","£30,000 /\",Caught -6,,Chaser by 0:17,£0,,6
20/12/2012,P3,Dave,"£6,000",Mark Labbett,"£1,000","£30,000","£6,000 =",Home +1,0 (team 3),Chaser by 0:17,£0,C,6
20/12/2012,P4,Carol,"£3,000",Mark Labbett,"-£3,000","£48,000","-£3,000 \/",Home +3,0 (team 3),Chaser by 0:17,£0,C,6
02/01/2013,P1,Dave,"£8,000",Paul Sinha,"£2,000","£25,000","£25,000 /\",Home +2,12 (team 4),Team by 2,"£9,750",T,6
02/01/2013,P2,Archie,"£2,000",Paul Sinha,"-£2,000","£25,000","£2,000 =",Home +2,0 (team 4),Team by 2,"£9,750",T,6
02/01/2013,P3,Angela,"£7,000",Paul Sinha,"-£2,000","£27,000","£7,000 =",Home +2,1 (team 4),Team by 2,"£9,750",T,6
02/01/2013,P4,Karen,"£5,000",Paul Sinha,"-£2,000","£34,000","£5,000 =",Home +1,6 (team 4),Team by 2,"£9,750",T,6
03/01/2013,P1,Derek,"£7,000",Anne Hegerty,"£1,000","£25,000","£7,000 =",Caught -4,13 (solo ✝),Chaser by 0:22,£0,C,6
03/01/2013,P2,Chris,"£6,000",Anne Hegerty,"£1,000","£30,000","£6,000 =",Caught -3,,Chaser by 0:22,£0,C,6
03/01/2013,P3,Stella,"£4,000",Anne Hegerty,£999,"£40,000","£4,000 =",Caught -3,,Chaser by 0:22,£0,C,6
03/01/2013,P4,Lee,"£2,000",Anne Hegerty,£1,"£50,000","£50,000 /\",Caught -6,,Chaser by 0:22,£0,C,6
04/01/2013,P1,Ali,"£6,000",Mark Labbett,"£1,000","£20,000","£6,000 =",Home +2,6 (team 3),Team by 4,"£5,000",T,6
04/01/2013,P2,Steve,"£4,000",Mark Labbett,"£1,000","£25,000","£4,000 =",Home +3,5 (team 3),Team by 4,"£5,000",T,6
04/01/2013,P3,Scott,"£5,000",Mark Labbett,"-£2,000","£30,000","£5,000 =",Home +1,6 (team 3),Team by 4,"£5,000",T,6
04/01/2013,P4,Rebecca,"£4,000",Mark Labbett,"-£5,000","£45,000","£4,000 =",Caught -2,,Team by 4,£0,,6
07/01/2013,P1,Glen,"£3,000",Shaun Wallace,"£1,000","£18,000","£3,000 =",Caught -1,,Chaser by 0:11,£0,,6
07/01/2013,P2,Dave,"£5,000",Shaun Wallace,"£1,000","£25,000","£5,000 =",Home +1,12 (team 2),Chaser by 0:11,£0,C,6
07/01/2013,P3,Viki,"£7,000",Shaun Wallace,"£2,000","£35,000","£7,000 =",Home +2,5 (team 2),Chaser by 0:11,£0,C,6
07/01/2013,P4,Dani,"£2,000",Shaun Wallace,"-£3,000","£48,000","£2,000 =",Caught -3,,Chaser by 0:11,£0,,6
08/01/2013,P1,Ross,"£6,000",Mark Labbett,"£1,000","£30,000","£6,000 =",Caught -1,,Team by 1,£0,,6
08/01/2013,P2,Stephanie,"£4,000",Mark Labbett,"£1,000","£40,000","£4,000 =",Caught -2,,Team by 1,£0,,6
08/01/2013,P3,Jess,"£3,000",Mark Labbett,"£1,000","£45,000","£1,000 \/",Caught -1,,Team by 1,£0,,6
08/01/2013,P4,Larry,"£8,000",Mark Labbett,"£3,000","£60,000","£60,000 /\",Home +2,14 (solo),Team by 1,"£60,000",T,6
09/01/2013,P1,Colin,"£7,000",Anne Hegerty,"£2,000","£22,000","£7,000 =",Home +3,11 (team 3),Chaser by 0:14,£0,C,6
09/01/2013,P2,Morag,"£3,000",Anne Hegerty,£300,"£30,000","£3,000 =",Home +2,3 (team 3),Chaser by 0:14,£0,C,6
09/01/2013,P3,Joel,"£10,000",Anne Hegerty,£100,"£35,000","£10,000 =",Home +3,5 (team 3),Chaser by 0:14,£0,C,6
09/01/2013,P4,Gina,"£1,000",Anne Hegerty,"-£4,000","£40,000","£1,000 =",Caught -3,,Chaser by 0:14,£0,,6
10/01/2013,P1,Sharon,"£4,000",Shaun Wallace,"£1,000","£21,000","£4,000 =",Caught -1,,Chaser by 0:16,£0,,6
10/01/2013,P2,Andrew,"£8,000",Shaun Wallace,"£2,000","£32,000","£8,000 =",Home +1,4 (team 2),Chaser by 0:16,£0,C,6
10/01/2013,P3,Ruth,"£3,000",Shaun Wallace,"-£1,000","£25,000","£3,000 =",Caught -3,,Chaser by 0:16,£0,,6
10/01/2013,P4,Dara,"£4,000",Shaun Wallace,"£1,000","£32,000","£1,000 \/",Home +5,7 (team 2),Chaser by 0:16,£0,C,6
11/01/2013,P1,Rik,"£8,000",Paul Sinha,"£2,000","£30,000","£8,000 =",Home +1,9 (team 2),Chaser by 0:04,£0,C,6
11/01/2013,P2,Linda,"£6,000",Paul Sinha,"£1,000","£30,000","£6,000 =",Home +2,4 (team 2),Chaser by 0:04,£0,C,6
11/01/2013,P3,Alex,"£2,000",Paul Sinha,-£99,"£40,000","£2,000 =",Caught -5,,Chaser by 0:04,£0,,6
11/01/2013,P4,John,"£4,000",Paul Sinha,"-£2,000","£46,000","£46,000 /\",Caught -6,,Chaser by 0:04,£0,,6
14/01/2013,P1,Jude,"£5,000",Paul Sinha,"£1,000","£25,000","£5,000 =",Home +2,1 (team 2),Chaser by 0:50,£0,C,6
14/01/2013,P2,Graham,"£4,000",Paul Sinha,£400,"£28,000","£4,000 =",Caught -1,,Chaser by 0:50,£0,,6
14/01/2013,P3,Lauren,"£3,000",Paul Sinha,"-£1,000","£35,000","£3,000 =",Caught -4,,Chaser by 0:50,£0,,6
14/01/2013,P4,James,"£3,000",Paul Sinha,"-£1,000","£35,000","£3,000 =",Home +4,11 (team 2),Chaser by 0:50,£0,C,6
15/01/2013,P1,Kirsty,"£3,000",Anne Hegerty,"£1,000","£18,000","£3,000 =",Caught -3,,Chaser by 1:14,£0,,6
15/01/2013,P2,Guy,"£4,000",Anne Hegerty,"£1,000","£25,000","£4,000 =",Caught -2,,Chaser by 1:14,£0,,6
15/01/2013,P3,Roberta,"£8,000",Anne Hegerty,"£2,000","£35,000","£35,000 /\",Home +3,10 (solo),Chaser by 1:14,£0,C,6
15/01/2013,P4,Adam,"£4,000",Anne Hegerty,"-£5,000","£25,000","-£5,000 \/",Caught -2,,Chaser by 1:14,£0,,6
16/01/2013,P1,Karen,"£7,000",Shaun Wallace,"£3,500","£35,000","£7,000 =",Home +2,5 (team 3),Team by 7,"£7,333",T,6
16/01/2013,P2,Spencer,"£6,000",Shaun Wallace,£999,"£37,000","£6,000 =",Caught -1,,Team by 7,£0,,6
16/01/2013,P3,Tess,"£5,000",Shaun Wallace,£0,"£50,000","£5,000 =",Home +1,2 (team 3),Team by 7,"£7,333",T,6
16/01/2013,P4,Tony,"£10,000",Shaun Wallace,"-£5,000","£63,000","£10,000 =",Home +3,12 (team 3),Team by 7,"£7,333",T,6
17/01/2013,P1,Matt,"£4,000",Paul Sinha,"£1,000","£24,000","£4,000 =",Home +2,5 (team 3),Chaser by 0:39,£0,C,6
17/01/2013,P2,Linda,"£8,000",Paul Sinha,"£2,000","£36,000","£8,000 =",Home +3,4 (team 3),Chaser by 0:39,£0,C,6
17/01/2013,P3,Martyn,"£6,000",Paul Sinha,"£1,000","£40,000","£6,000 =",Caught -3,,Chaser by 0:39,£0,,6
17/01/2013,P4,Becky,"£5,000",Paul Sinha,"£1,000","£60,000","£5,000 =",Home +3,4 (team 3),Chaser by 0:39,£0,C,6
18/01/2013,P1,Paul,"£5,000",Mark Labbett,£500,"£30,000","£5,000 =",Caught -3,,Chaser by 0:55,£0,,6
18/01/2013,P2,Michael,"£5,000",Mark Labbett,"£1,000","£40,000","£5,000 =",Caught -4,,Chaser by 0:55,£0,,6
18/01/2013,P3,Gemma,"£4,000",Mark Labbett,£500,"£50,000","£4,000 =",Home +3,6 (team 2),Chaser by 0:55,£0,C,6
18/01/2013,P4,Kath,"£6,000",Mark Labbett,£60,"£60,000","£6,000 =",Home +1,7 (team 2),Chaser by 0:55,£0,C,6
21/01/2013,P1,Barry,"£5,000",Anne Hegerty,"£2,000","£22,000","£5,000 =",Home +2,0 (team 3),Chaser by 0:43,£0,C,6
21/01/2013,P2,Heather,"£6,000",Anne Hegerty,"£1,000","£30,000","£6,000 =",Home +4,7 (team 3),Chaser by 0:43,£0,C,6
21/01/2013,P3,Stuart,"£10,000",Anne Hegerty,"-£2,000","£49,000","£10,000 =",Caught -4,,Chaser by 0:43,£0,,6
21/01/2013,P4,Angela,"£3,000",Anne Hegerty,"-£5,000","£34,000","£3,000 =",Home +1,5 (team 3),Chaser by 0:43,£0,C,6
22/01/2013,P1,Judith,"£6,000",Shaun Wallace,"£1,000","£25,000","£1,000 \/",Home +2,7 (team 2),Chaser by 0:15,£0,C,6
22/01/2013,P2,David,"£7,000",Shaun Wallace,"£2,000","£35,000","£7,000 =",Caught -1,,Chaser by 0:15,£0,,6
22/01/2013,P3,Trev,"£8,000",Shaun Wallace,"£3,000","£40,000","£40,000 /\",Caught -1,,Chaser by 0:15,£0,,6
22/01/2013,P4,Dena,"£5,000",Shaun Wallace,"£1,000","£49,000","£1,000 \/",Home +1,10 (team 2),Chaser by 0:15,£0,C,6
23/01/2013,P1,Lindsey,"£4,000",Mark Labbett,"£1,000","£18,000","£18,000 /\",Caught -6,,Chaser by 0:26,£0,,6
23/01/2013,P2,Barry,"£5,000",Mark Labbett,"£1,000","£30,000","£30,000 /\",Home +2,7 (team 2),Chaser by 0:26,£0,C,6
23/01/2013,P3,Pamela,"£8,000",Mark Labbett,"-£5,000","£40,000","£8,000 =",Caught -1,,Chaser by 0:26,£0,,6
23/01/2013,P4,Lee,"£7,000",Mark Labbett,"-£6,000","£40,000","£7,000 =",Home +2,5 (team 2),Chaser by 0:26,£0,C,6
24/01/2013,P1,Elaine,"£7,000",Anne Hegerty,£500,"£30,000","£7,000 =",Home +1,2 (team 3),Team by 1,"£14,000",T,6
24/01/2013,P2,Tony,"£8,000",Anne Hegerty,£500,"£40,000","£40,000 /\",Home +1,5 (team 3),Team by 1,"£14,000",T,6
24/01/2013,P3,Jo,"£4,000",Anne Hegerty,"-£5,000","£40,000","-£5,000 \/",Home +3,8 (team 3),Team by 1,"£14,000",T,6
24/01/2013,P4,Matt,"£5,000",Anne Hegerty,"-£2,000","£40,000","£5,000 =",Caught -5,,Team by 1,£0,,6
25/01/2013,P1,Rachel,"£4,000",Paul Sinha,"£1,000","£20,000","£4,000 =",Caught -4,,Chaser by 0:59,£0,,6
25/01/2013,P2,Sam,"£6,000",Paul Sinha,"£1,000","£28,000","£28,000 /\",Caught -4,,Chaser by 0:59,£0,,6
25/01/2013,P3,Felix,"£3,000",Paul Sinha,"£1,000","£30,000","£3,000 =",Home +3,10 (solo),Chaser by 0:59,£0,C,6
25/01/2013,P4,Carole,"£3,000",Paul Sinha,£300,"£37,000","£3,000 =",Caught -3,,Chaser by 0:59,£0,,6
28/01/2013,P1,Sian,"£4,000",Mark Labbett,"£2,000","£20,000","£4,000 =",Caught -5,,Chaser by 0:11,£0,,6
28/01/2013,P2,Lyn,"£4,000",Mark Labbett,"£1,000","£25,000","£4,000 =",Home +2,3 (team 3),Chaser by 0:11,£0,C,6
28/01/2013,P3,James,"£6,000",Mark Labbett,"£1,000","£36,000","£6,000 =",Home +3,14 (team 3),Chaser by 0:11,£0,C,6
28/01/2013,P4,Darren,"£4,000",Mark Labbett,"-£1,000","£50,000","£4,000 =",Home +1,1 (team 3),Chaser by 0:11,£0,C,6
29/01/2013,P1,Pete,"£5,000",Shaun Wallace,"£1,500","£25,000","£25,000 /\",Home +2,7 (team 3),Team by 4,"£8,333",T,6
29/01/2013,P2,Laura,"£2,000",Shaun Wallace,"-£2,000","£25,000","£2,000 =",Home +3,5 (team 3),Team by 4,"£8,333",T,6
29/01/2013,P3,Chris,"£4,000",Shaun Wallace,"-£2,000","£25,000","£4,000 =",Caught -2,,Team by 4,£0,,6
29/01/2013,P4,Sharon,"£3,000",Shaun Wallace,"-£2,000","£25,000","-£2,000 \/",Home +1,2 (team 3),Team by 4,"£8,333",T,6
30/01/2013,P1,Rosemary,"£5,000",Paul Sinha,"£1,000","£25,000","£5,000 =",Caught -1,,Chaser by 0:41,£0,,6
30/01/2013,P2,John,"£8,000",Paul Sinha,"£3,000","£40,000","£8,000 =",Caught -4,,Chaser by 0:41,£0,,6
30/01/2013,P3,Emma,"£5,000",Paul Sinha,"£2,000","£45,000","£2,000 \/",Home +2,11 (solo),Chaser by 0:41,£0,C,6
30/01/2013,P4,Mark,"£6,000",Paul Sinha,"£2,000","£48,000","£6,000 =",Caught -5,,Chaser by 0:41,£0,,6
31/01/2013,P1,Chris,"£5,000",Anne Hegerty,"£1,000","£25,000","£5,000 =",Caught -4,,Chaser by 0:31,£0,,6
31/01/2013,P2,Barbara,"£7,000",Anne Hegerty,"£2,000","£35,000","£7,000 =",Caught -1,,Chaser by 0:31,£0,,6
31/01/2013,P3,Rachel,"£4,000",Anne Hegerty,"£2,000","£40,000","£4,000 =",Home +2,4 (team 2),Chaser by 0:31,£0,C,6
31/01/2013,P4,John,"£5,000",Anne Hegerty,"£1,000","£50,000","£50,000 /\",Home +2,11 (team 2),Chaser by 0:31,£0,C,6
01/02/2013,P1,Dave,"£4,000",Shaun Wallace,"£1,000","£22,000","£4,000 =",Caught -3,,Chaser by 0:28,£0,,6
01/02/2013,P2,Michelle,"£5,000",Shaun Wallace,"£2,000","£30,000","£5,000 =",Home +4,6 (team 2),Chaser by 0:28,£0,C,6
01/02/2013,P3,Adam,"£2,000",Shaun Wallace,£200,"£35,000",£200 \/,Home +5,7 (team 2),Chaser by 0:28,£0,C,6
01/02/2013,P4,Kathryn,"£5,000",Shaun Wallace,£50,"£50,000","£50,000 /\",Caught -4,,Chaser by 0:28,£0,,6
04/02/2013,P1,Mike,"£6,000",Paul Sinha,"£2,000","£24,000","£2,000 \/",Home +1,6 (team 2),Chaser by 0:20,£0,C,6
04/02/2013,P2,Jacky,"£5,000",Paul Sinha,£500,"£30,000","£5,000 =",Home +2,7 (team 2),Chaser by 0:20,£0,C,6
04/02/2013,P3,Pete,"£6,000",Paul Sinha,£100,"£35,000","£6,000 =",Caught -3,,Chaser by 0:20,£0,,6
04/02/2013,P4,Jen,"£3,000",Paul Sinha,"-£1,000","£40,000","£40,000 /\",Caught -4,,Chaser by 0:20,£0,,6
05/02/2013,P1,Mandy,"£4,000",Mark Labbett,"£1,000","£22,000","£4,000 =",Home +1,4 (team 2),Chaser by 0:51,£0,C,6
05/02/2013,P2,Bob,"£6,000",Mark Labbett,"£2,000","£36,000","£6,000 =",Home +3,6 (team 2),Chaser by 0:51,£0,C,6
05/02/2013,P3,Sam,"£4,000",Mark Labbett,"£1,000","£30,000","£4,000 =",Caught -4,,Chaser by 0:51,£0,,6
05/02/2013,P4,Sally,"£4,000",Mark Labbett,"-£5,000","£50,000","£4,000 =",Caught -2,,Chaser by 0:51,£0,,6
06/02/2013,P1,Paul,"£3,000",Shaun Wallace,"£1,000","£20,000","£1,000 \/",Caught -4,,Chaser by 0:19,£0,,6
06/02/2013,P2,Mary,"£7,000",Shaun Wallace,"£2,000","£30,000","£7,000 =",Home +2,3 (team 2),Chaser by 0:19,£0,C,6
06/02/2013,P3,Katherine,"£5,000",Shaun Wallace,"£1,000","£35,000","£35,000 /\",Caught -4,,Chaser by 0:19,£0,,6
06/02/2013,P4,Stewart,"£6,000",Shaun Wallace,"£2,000","£43,000","£6,000 =",Home +2,10 (team 2),Chaser by 0:19,£0,C,6
07/02/2013,P1,Caz,"£3,000",Paul Sinha,"£1,500","£30,000","£1,500 \/",Caught -4,,Team by 1,"£1,000",T,6
07/02/2013,P2,John,"£6,000",Paul Sinha,"£1,500","£30,000","£30,000 /\",Caught -2,15 (solo ✝),Team by 1,"£1,000",T,6
07/02/2013,P3,Natalie,"£3,000",Paul Sinha,"£1,500","£60,000","£3,000 =",Caught -2,,Team by 1,"£1,000",T,6
07/02/2013,P4,Andrew,"£4,000",Paul Sinha,"£1,500","£60,000","£4,000 =",Caught -3,,Team by 1,"£1,000",T,6
08/02/2013,P1,Steve,"£4,000",Anne Hegerty,"£1,000","£20,000","£20,000 /\",Home +2,15 (solo),Chaser by 0:31,£0,C,6
08/02/2013,P2,George,"£4,000",Anne Hegerty,"£1,000","£25,000","£4,000 =",Caught -2,,Chaser by 0:31,£0,,6
08/02/2013,P3,Sarah,"£6,000",Anne Hegerty,"-£5,000","£40,000","£6,000 =",Caught -1,,Chaser by 0:31,£0,,6
08/02/2013,P4,Hayley,"£4,000",Anne Hegerty,"-£4,000","£60,000","£4,000 =",Caught -3,,Chaser by 0:31,£0,,6
18/02/2013,P1,Clive,"£6,000",Mark Labbett,"£1,000","£25,000","£1,000 \/",Home +1,16 (solo),Chaser by 0:05,£0,C,6
18/02/2013,P2,Gav,"£3,000",Mark Labbett,£300,"£30,000","£3,000 =",Caught -1,,Chaser by 0:05,£0,,6
18/02/2013,P3,Jenn,"£2,000",Mark Labbett,£200,"£40,000","£40,000 /\",Caught -4,,Chaser by 0:05,£0,,6
18/02/2013,P4,Catriona,"£5,000",Mark Labbett,"£1,000","£49,000","£49,000 /\",Caught -4,,Chaser by 0:05,£0,,6
19/02/2013,P1,Laura,"£3,000",Shaun Wallace,"£1,000","£21,000","£3,000 =",Home +2,9 (team 2),Chaser by 0:40,£0,C,6
19/02/2013,P2,Angus,"£8,000",Shaun Wallace,"£2,000","£37,000","£8,000 =",Caught -4,,Chaser by 0:40,£0,,6
19/02/2013,P3,Lucy,"£2,000",Shaun Wallace,"£1,000","£57,000","£1,000 \/",Home +2,2 (team 2),Chaser by 0:40,£0,C,6
19/02/2013,P4,Luke,"£3,000",Shaun Wallace,£0,"£56,000","£3,000 =",Caught -3,,Chaser by 0:40,£0,,6
20/02/2013,P1,Andrea,"£3,000",Anne Hegerty,"£1,000","£30,000","£3,000 =",Caught -5,,Team by 1,£0,,6
20/02/2013,P2,Anne,"£5,000",Anne Hegerty,"£1,000","£50,000","£5,000 =",Home +2,8 (team 2),Team by 1,"£30,000",T,6
20/02/2013,P3,Luke,"£3,000",Anne Hegerty,£300,"£50,000","£3,000 =",Caught -2,,Team by 1,£0,,6
20/02/2013,P4,William,"£5,000",Anne Hegerty,"-£1,000","£55,000","£55,000 /\",Home +3,8 (team 2),Team by 1,"£30,000",T,6
21/02/2013,P1,Calvin,"£7,000",Paul Sinha,"£2,000","£25,000","£25,000 /\",Caught -3,,Chaser by 0:49,£0,,6
21/02/2013,P2,Peter,"£7,000",Paul Sinha,"£2,000","£30,000","£7,000 =",Home +3,7 (team 2),Chaser by 0:49,£0,C,6
21/02/2013,P3,Lauren,"£5,000",Paul Sinha,"£1,000","£30,000","£30,000 /\",Caught -5,,Chaser by 0:49,£0,,6
21/02/2013,P4,Steve,"£3,000",Paul Sinha,"£1,000","£43,000","£3,000 =",Home +2,4 (team 2),Chaser by 0:49,£0,C,6
22/02/2013,P1,David,"£5,000",Anne Hegerty,"£1,000","£22,000","£5,000 =",Caught -3,,Chaser by 0:48,£0,C,6
22/02/2013,P2,Damon,"£9,000",Anne Hegerty,"£3,000","£40,000","£40,000 /\",Caught -5,13 (solo ✝),Chaser by 0:48,£0,C,6
22/02/2013,P3,Jenny,"£6,000",Anne Hegerty,"£2,000","£40,000","£6,000 =",Caught -4,,Chaser by 0:48,£0,C,6
22/02/2013,P4,Sophie,"£6,000",Anne Hegerty,£0,"£50,000","£50,000 /\",Caught -4,,Chaser by 0:48,£0,C,6
25/02/2013,P1,Roy,"£4,000",Shaun Wallace,£400,"£22,000","£4,000 =",Home +2,3 (team 3),Team by 4,"£4,667",T,6
25/02/2013,P2,Debbie,"£5,000",Shaun Wallace,£500,"£25,000","£5,000 =",Home +2,8 (team 3),Team by 4,"£4,667",T,6
25/02/2013,P3,Carol,"£4,000",Shaun Wallace,"-£1,000","£30,000","£4,000 =",Caught -1,,Team by 4,£0,,6
25/02/2013,P4,Pete,"£5,000",Shaun Wallace,"-£1,000","£35,000","£5,000 =",Home +3,10 (team 3),Team by 4,"£4,667",T,6
26/02/2013,P1,Nichola,"£3,000",Mark Labbett,"£1,000","£21,000","£3,000 =",Caught -5,,Chaser by 1:03,£0,,6
26/02/2013,P2,Ellie,"£4,000",Mark Labbett,"£1,000","£25,000","£25,000 /\",Caught -3,,Chaser by 1:03,£0,,6
26/02/2013,P3,Kevin,"£4,000",Mark Labbett,"£1,000","£40,000","£40,000 /\",Caught -4,,Chaser by 1:03,£0,,6
26/02/2013,P4,Richard,"£6,000",Mark Labbett,"£2,000","£50,000","£6,000 =",Home +5,10 (solo),Chaser by 1:03,£0,C,6
27/02/2013,P1,Scarlett,"£3,000",Paul Sinha,"£1,500","£21,000","£1,500 \/",Caught -1,,Chaser by 0:20,£0,,6
27/02/2013,P2,Jeff,"£5,000",Paul Sinha,"£1,000","£30,000","£5,000 =",Home +3,4 (team 2),Chaser by 0:20,£0,C,6
27/02/2013,P3,Zoe,"£4,000",Paul Sinha,£400,"£40,000",£400 \/,Home +4,10 (team 2),Chaser by 0:20,£0,C,6
27/02/2013,P4,Andrew,"£6,000",Paul Sinha,-£400,"£40,000","£40,000 /\",Caught -3,,Chaser by 0:20,£0,,6
28/02/2013,P1,Vicky,"£4,000",Mark Labbett,"£1,000","£24,000","£4,000 =",Caught -1,,Team by 1,£0,,6
28/02/2013,P2,John,"£6,000",Mark Labbett,"£2,000","£35,000","£6,000 =",Home +3,12 (team 2),Team by 1,"£6,000",T,6
28/02/2013,P3,Marie,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Caught -3,,Team by 1,£0,,6
28/02/2013,P4,Michael,"£6,000",Mark Labbett,"£1,000","£44,000","£6,000 =",Home +2,3 (team 2),Team by 1,"£6,000",T,6
01/03/2013,P1,Kristina,"£4,000",Anne Hegerty,"£1,000","£25,000","£4,000 =",Home +3,1 (team 4),Chaser by 0:07,£0,C,6
01/03/2013,P2,Marion,"£4,000",Anne Hegerty,"£1,000","£28,000","£28,000 /\",Home +2,7 (team 4),Chaser by 0:07,£0,C,6
01/03/2013,P3,Phil,"£2,000",Anne Hegerty,"-£2,000","£28,000","£2,000 =",Home +2,2 (team 4),Chaser by 0:07,£0,C,6
01/03/2013,P4,Sharon,"£7,000",Anne Hegerty,"-£2,000","£36,000","-£2,000 \/",Home +4,7 (team 4),Chaser by 0:07,£0,C,6
04/03/2013,P1,Catherine,"£4,000",Anne Hegerty,£747,"£18,000","£4,000 =",Home +1,1 (team 3),Chaser by 0:28,£0,C,6
04/03/2013,P2,Sarah,"£9,000",Anne Hegerty,"£2,000","£32,000","£9,000 =",Home +3,5 (team 3),Chaser by 0:28,£0,C,6
04/03/2013,P3,Geo,"£4,000",Anne Hegerty,"-£2,000","£25,000","£4,000 =",Caught -4,,Chaser by 0:28,£0,,6
04/03/2013,P4,Richard,"£4,000",Anne Hegerty,"-£3,000","£32,000","£4,000 =",Home +3,7 (team 3),Chaser by 0:28,£0,C,6
05/03/2013,P1,Dave,"£5,000",Shaun Wallace,"£1,000","£22,000","£5,000 =",Home +1,14 (solo),Team by 5,"£5,000",T,6
05/03/2013,P2,Elaine,"£9,000",Shaun Wallace,"£3,000","£35,000","£9,000 =",Caught -2,,Team by 5,£0,,6
05/03/2013,P3,Jo,"£2,000",Shaun Wallace,£200,"£20,000","£2,000 =",Caught -1,,Team by 5,£0,,6
05/03/2013,P4,Phillip,"£8,000",Shaun Wallace,"£1,000","£35,000","£1,000 \/",Caught -1,,Team by 5,£0,,6
06/03/2013,P1,Louise,"£3,000",Mark Labbett,"£1,000","£20,000","£3,000 =",Home +2,7 (team 2),Chaser by 0:42,£0,C,6
06/03/2013,P2,John,"£5,000",Mark Labbett,"£1,000","£25,000","£5,000 =",Caught -1,,Chaser by 0:42,£0,,6
06/03/2013,P3,Lynn,"£5,000",Mark Labbett,"£1,000","£33,000","£1,000 \/",Caught -1,,Chaser by 0:42,£0,,6
06/03/2013,P4,Christian,"£7,000",Mark Labbett,"£2,000","£47,000","£2,000 \/",Home +2,2 (team 2),Chaser by 0:42,£0,C,6
